"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FC","2021-10-01","86.0","2.4","5.46","Ohtani, Shohei",660271,594835,,"ball",,,,,"13","Shohei Ohtani grounds out, second baseman Abraham Toro to first baseman Ty France.","R","L","L","SEA","LAA","B",,,"1","0",2021,"0.19","1.43","-1.56","1.38",,,,"2","5","Top",,,,,"608596",,,-9.78539537759158,-124.79611339812031,-6.358900342313912,3.7511860277388287,22.625882429276196,-16.117990111877717,"3.49","1.63",,,,"86.5","2150","6.5",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","53.97",,,,,,,,"35","2","Cutter","1","2","2","1","2","1","2","1","Infield shift","Standard","141","0","0.024"
"SI","2021-10-01","88.7","2.22","5.6","Ohtani, Shohei",660271,594835,,"ball",,,,,"11","Shohei Ohtani grounds out, second baseman Abraham Toro to first baseman Ty France.","R","L","L","SEA","LAA","B",,,"0","0",2021,"0.79","1.46","-0.99","2.52",,,,"2","5","Top",,,,,"608596",,,-9.535711476862254,-128.87045308869835,-4.536299043169725,10.743791193399737,26.472972124900824,-15.10031731633436,"3.37","1.63",,,,"89","2081","6.5",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","53.99",,,,,,,,"35","1","Sinker","1","2","2","1","2","1","2","1","Infield shift","Standard","145","0","0.016"
"CU","2021-10-01","75.8","2.89","5.39","Ohtani, Shohei",660271,594835,,"ball",,,,,"12","Marco Gonzales intentionally walks Shohei Ohtani.","R","L","L","SEA","LAA","B",,,"2","0",2021,"-0.41","-1.13","1.04","3.68",,"669016",,"0","3","Top",,,,,"608596",,,-3.133813586423942,-110.18765518313504,5.569511724421154,-2.757750713277428,20.13330474561089,-42.594263006983816,"3.4","1.63",,,,"75.7","2271","6.3",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.17",,,,,,,,"20","3","Curveball","1","2","2","1","2","1","2","1","Infield shift","Standard","331","0","0.158"
"SI","2021-10-01","88.5","2.12","5.69","Ohtani, Shohei",660271,594835,,"ball",,,,,"13","Marco Gonzales intentionally walks Shohei Ohtani.","R","L","L","SEA","LAA","B",,,"1","0",2021,"0.84","1.58","-1.83","1.68",,"669016",,"0","3","Top",,,,,"608596",,,-11.415571601795296,-128.15270583766338,-6.959672236801128,11.650914390722784,27.766792615878582,-13.366960930139495,"3.4","1.63",,,,"88.5","2037","6.6",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","53.85",,,,,,,,"20","2","Sinker","1","2","2","1","2","1","2","1","Infield shift","Standard","146","0","0.071"
"CU","2021-10-01","75.6","2.76","5.34","Ohtani, Shohei",660271,594835,,"ball",,,,,"13","Marco Gonzales intentionally walks Shohei Ohtani.","R","L","L","SEA","LAA","B",,,"0","0",2021,"-0.49","-1.46","-0.96","2.10",,"669016",,"0","3","Top",,,,,"608596",,,-6.892051943874584,-109.81327816076097,3.0694418514394908,-2.5858552088107194,21.806435839694846,-44.73768950712507,"3.49","1.63",,,,"75.3","2294","6.5",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.04",,,,,,,,"20","1","Curveball","1","2","2","1","2","1","2","1","Infield shift","Standard","337","0","0.054"
"FF","2021-10-01","94.6","-3.85","4.52","Ohtani, Shohei",660271,623149,"strikeout","swinging_strike",,,,,"11","Shohei Ohtani strikes out swinging.","R","L","R","SEA","LAA","S","2",,"3","2",2021,"-1.1","1.17","-1.14","2.85",,,,"2","8","Top",,,,,"608596",,,9.496497767926028,-137.52615192873355,-1.321323398175385,-15.98769122209179,28.18194364802739,-17.104294577679173,"3.55","1.63",,,,"94.7","2539","6.2",632270,623149,"608596","664034","647351","572122","641487","664238","672284","571745","54.26",,,"0","1","0","0",,"56","6","4-Seam Fastball","1","2","2","1","2","1","2","1","Infield shift","Standard","239","0.012","-0.134"
"SL","2021-10-01","82.4","-3.67","4.7","Ohtani, Shohei",660271,623149,,"ball",,,,,"13","Shohei Ohtani strikes out swinging.","R","L","R","SEA","LAA","B",,,"2","2",2021,"0.86","0.74","-1.20","2.24",,,,"2","8","Top",,,,,"608596",,,3.9401642949579885,-120.06973095432313,-0.5437214324636255,7.629811096542354,22.120153848320104,-25.138459173224224,"3.34","1.63",,,,"82.9","2217","6.5",632270,623149,"608596","664034","647351","572122","641487","664238","672284","571745","54.05",,,,,,,,"56","5","Slider","1","2","2","1","2","1","2","1","Infield shift","Standard","80","0","0.043"
"SL","2021-10-01","82.6","-3.65","4.67","Ohtani, Shohei",660271,623149,,"ball",,,,,"14","Shohei Ohtani strikes out swinging.","R","L","R","SEA","LAA","B",,,"1","2",2021,"0.86","0.25","0.41","0.62",,,,"2","8","Top",,,,,"608596",,,7.594266256590441,-120.09895794272153,-3.209678276496497,6.816761830244421,23.496973237394748,-29.291717490126295,"3.5","1.63",,,,"82.8","2140","6.5",632270,623149,"608596","664034","647351","572122","641487","664238","672284","571745","54.01",,,,,,,,"56","4","Slider","1","2","2","1","2","1","2","1","Infield shift","Standard","65","0","0.018"
"FF","2021-10-01","93.8","-3.72","4.52","Ohtani, Shohei",660271,623149,,"swinging_strike",,,,,"11","Shohei Ohtani strikes out swinging.","R","L","R","SEA","LAA","S",,,"1","1",2021,"-1.01","1.19","-0.99","2.80",,,,"2","8","Top",,,,,"608596",,,9.2804355686216,-136.2791896726576,-1.3671033796792356,-14.58305541591022,29.080936666323723,-17.226119687988543,"3.55","1.63",,,,"94","2467","6.4",632270,623149,"608596","664034","647351","572122","641487","664238","672284","571745","54.1",,,,,,,,"56","3","4-Seam Fastball","1","2","2","1","2","1","2","1","Infield shift","Standard","245","0","-0.027"
"SL","2021-10-01","82.4","-3.79","4.75","Ohtani, Shohei",660271,623149,,"called_strike",,,,,"7","Shohei Ohtani strikes out swinging.","R","L","R","SEA","LAA","S",,,"1","0",2021,"1.21","0.67","-0.80","1.80",,,,"2","8","Top",,,,,"608596",,,4.440911254362914,-119.89049638407762,-1.443097080096711,10.681761240438181,24.316588301717644,-25.652237393064986,"3.31","1.63",,,,"82.2","2404","6.3",632270,623149,"608596","664034","647351","572122","641487","664238","672284","571745","54.23",,,,,,,,"56","2","Slider","1","2","2","1","2","1","2","1","Infield shift","Standard","79","0","-0.02"
"FF","2021-10-01","94.1","-3.66","4.54","Ohtani, Shohei",660271,623149,,"ball",,,,,"6","Shohei Ohtani strikes out swinging.","R","L","R","SEA","LAA","B",,,"0","0",2021,"-1.24","1.09","0.73","2.33",,,,"2","8","Top",,,,,"608596",,,14.115826013507414,-136.39310887256744,-2.426183339433617,-18.45041638672612,28.803685023020634,-18.16841933134144,"3.43","1.63",,,,"94.1","2512","6.4",632270,623149,"608596","664034","647351","572122","641487","664238","672284","571745","54.06",,,,,,,,"56","1","4-Seam Fastball","1","2","2","1","2","1","2","1","Infield shift","Standard","243","0","0.016"
"FC","2021-10-01","86.7","2.39","5.59","Ohtani, Shohei",660271,594835,"field_out","hit_into_play",,,,,"13","Shohei Ohtani flies out sharply to center fielder Jarred Kelenic.","R","L","L","SEA","LAA","X","8","fly_ball","2","2",2021,"0.13","1.11","-1.14","2.58",,,,"1","1","Top",87.79,60.31,,,"608596",,,-8.704645259038424,-126.10177086121244,-3.2874745205715463,3.0700828916629597,23.619590742038387,-19.85995144186696,"3.55","1.63","356","101.1","23","87","2094","6.3",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.19","0.571","0.82","0","1","0","0","6","2","6","Cutter","0","0","0","0","0","0","0","0","Infield shift","Standard","144","0.015","-0.142"
"SI","2021-10-01","90.0","2.21","5.74","Ohtani, Shohei",660271,594835,,"foul",,,,,"5","Shohei Ohtani flies out sharply to center fielder Jarred Kelenic.","R","L","L","SEA","LAA","S",,,"2","2",2021,"1.05","1.63","-0.10","2.69",,,,"1","1","Top",,,,,"608596",,,-7.97953817282771,-130.72427439981655,-5.009764460923395,13.817279168497816,29.59647026077219,-12.593369924616743,"3.55","1.63","244","80.6","47","89.9","2300","6.5",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.02",,,,,,,,"2","5","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","147","0","0"
"CH","2021-10-01","79.8","2.88","5.32","Ohtani, Shohei",660271,594835,,"ball",,,,,"14","Shohei Ohtani flies out sharply to center fielder Jarred Kelenic.","R","L","L","SEA","LAA","B",,,"1","2",2021,"1.52","1.33","0.29","1.03",,,,"1","1","Top",,,,,"608596",,,-8.598777264095911,-115.80774830951691,-5.132987247714694,15.322915446305148,23.385860754647375,-19.432808875693798,"3.35","1.63",,,,"79.7","2263","6.6",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","53.93",,,,,,,,"2","4","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","119","0","0.028"
"SI","2021-10-01","89.1","2.32","5.8","Ohtani, Shohei",660271,594835,,"ball",,,,,"11","Shohei Ohtani flies out sharply to center fielder Jarred Kelenic.","R","L","L","SEA","LAA","B",,,"0","2",2021,"1.09","1.79","-0.32","4.62",,,,"1","1","Top",,,,,"608596",,,-8.72618688300401,-129.461480157398,-0.576183286119881,14.170004381081043,29.615783774003713,-12.237132109764461,"3.43","1.63",,,,"88.4","2292","6.2",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.32",,,,,,,,"2","3","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","143","0","0.013"
"FC","2021-10-01","86.8","2.52","5.57","Ohtani, Shohei",660271,594835,,"swinging_strike",,,,,"2","Shohei Ohtani flies out sharply to center fielder Jarred Kelenic.","R","L","L","SEA","LAA","S",,,"0","1",2021,"0.41","1.37","-0.09","3.08",,,,"1","1","Top",,,,,"608596",,,-7.080119295581316,-126.31751703678424,-2.5887541663928926,5.76945164247033,25.472437214559875,-17.1319892026724,"3.55","1.63",,,,"86.9","2347","6.3",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.19",,,,,,,,"2","2","Cutter","0","0","0","0","0","0","0","0","Infield shift","Standard","150","0","-0.035"
"SI","2021-10-01","89.6","2.26","5.79","Ohtani, Shohei",660271,594835,,"called_strike",,,,,"1","Shohei Ohtani flies out sharply to center fielder Jarred Kelenic.","R","L","L","SEA","LAA","S",,,"0","0",2021,"1","1.9","-0.58","3.12",,,,"1","1","Top",,,,,"608596",,,-9.109805913556434,-129.99536550522035,-4.531674345175562,13.339351535275608,29.382392259666535,-9.90865932274115,"3.39","1.63",,,,"89.1","2356","6.3",632270,594835,"608596","664034","647351","572122","641487","664238","672284","571745","54.19",,,,,,,,"2","1","Sinker","0","0","0","0","0","0","0","0","Infield shift","Standard","145","0","-0.027"
"KC","2021-09-30","77.0","-1.83","5.79","Ohtani, Shohei",660271,657248,"field_out","hit_into_play",,,,,"4","Shohei Ohtani pops out to third baseman Brock Holt in foul territory.","R","L","R","TEX","LAA","X","5","popup","0","0",2021,"0.77","-0.95","-0.29","2.73",,,,"1","2","Top",73.53,156.7,,,"641680",,,1.8786662783851482,-112.04221294808217,2.26671205414124,6.164841969856754,20.374147465968466,-40.805630878271636,"3.55","1.63","169","84.0","65","77.9","2399","7",632275,657248,"641680","663993","669256","571788","660634","641432","656847","666969","53.54","0","0","0","1","0","0","3","16","1","Knuckle Curve","0","5","5","0","5","0","5","0","Infield shift","Standard","45","0.005","-0.163"
"FF","2021-09-30","93.0","-1.52","5.86","Ohtani, Shohei",660271,623454,"strikeout","swinging_strike",,,,,"3","Shohei Ohtani strikes out swinging.","R","L","R","TEX","LAA","S","2",,"0","2",2021,"-0.5","1.66","0.77","3.50",,"669016",,"2","4","Top",,,,,"641680",,,6.916228263298099,-135.15269561506219,-3.834141658796406,-7.777797884937982,32.122540444688426,-11.306435490547594,"3.55","1.63",,,,"91.9","2214","5.9",632275,623454,"641680","663993","669256","571788","660634","641432","656847","666969","54.58",,,"0","1","0","0",,"36","3","4-Seam Fastball","3","5","5","3","5","3","5","3","Infield shift","Standard","207","0.028","-0.186"
"CU","2021-09-30","77.1","-1.38","6.06","Ohtani, Shohei",660271,623454,,"foul",,,,,"9","Shohei Ohtani strikes out swinging.","R","L","R","TEX","LAA","S",,,"0","1",2021,"0.66","-1.47","0.71","1.71",,"669016",,"2","4","Top",,,,,"641680",,,3.202812255852383,-112.04485677824981,0.5723891543858457,4.737736443273691,24.941662536495205,-44.75747340616037,"3.55","1.63","3","66.5","-29","75.9","2661","6",632275,623454,"641680","663993","669256","571788","660634","641432","656847","666969","54.49",,,,,,,,"36","2","Curveball","3","5","5","3","5","3","5","3","Infield shift","Standard","21","0","-0.086"
"FF","2021-09-30","92.0","-1.56","5.91","Ohtani, Shohei",660271,623454,,"swinging_strike",,,,,"2","Shohei Ohtani strikes out swinging.","R","L","R","TEX","LAA","S",,,"0","0",2021,"-0.36","1.7","0.24","3.01",,,"669016","2","4","Top",,,,,"641680",,,5.3470479676075096,-133.82729331253674,-5.1689397582365935,-5.582983889806068,31.07701065188004,-10.843440618751949,"3.55","1.63",,,,"91.8","2213","6.3",632275,623454,"641680","663993","669256","571788","660634","641432","656847","666969","54.16",,,,,,,,"36","1","4-Seam Fastball","3","5","5","3","5","3","5","3","Infield shift","Standard","210","-0.009","-0.041"
"SL","2021-09-30","86.4","1.62","6.63","Ohtani, Shohei",660271,656685,"double","hit_into_play",,,,,"13","Shohei Ohtani doubles (26) on a ground ball to left fielder Willie Calhoun.","R","L","L","TEX","LAA","X","7","ground_ball","1","0",2021,"0.01","0.61","-0.39","1.21",,,,"2","6","Top",78.55,137.13,,,"641680",,,-4.809737971691255,-125.61141882143124,-7.9536294605700375,1.0403622574607763,24.322056852477825,-24.347450819678723,"3.55","1.63","5","68.4","-14","86.7","2143","6.4",632275,656685,"641680","663993","669256","571788","660634","641432","656847","666969","54.07","0.066","0.062","1.25","1","1","1","2","53","2","Slider","5","6","6","5","6","5","6","5","Infield shift","Standard","165","-0.027","0.202"
"SI","2021-09-30","92.0","1.7","6.45","Ohtani, Shohei",660271,656685,,"ball",,,,,"7","Shohei Ohtani doubles (26) on a ground ball to left fielder Willie Calhoun.","R","L","L","TEX","LAA","B",,,"0","0",2021,"1.24","1.26","-0.70","1.98",,,,"2","6","Top",,,,,"641680",,,-8.72787551554077,-133.53062127469488,-8.164736914341372,16.701252039576993,29.887271105888548,-15.510788983477886,"3.56","1.7",,,,"91.5","2159","6.2",632275,656685,"641680","663993","669256","571788","660634","641432","656847","666969","54.27",,,,,,,,"53","1","Sinker","5","6","6","5","6","5","6","5","Infield shift","Standard","146","0","0.016"
"CH","2021-09-30","84.8","-1.83","5.83","Ohtani, Shohei",660271,657248,"triple","hit_into_play",,,,,"8","Shohei Ohtani triples (8) on a line drive to right fielder Adolis Garcia.   Brandon Marsh scores.","R","L","R","TEX","LAA","X","9","line_drive","1","1",2021,"-1.34","1.12","-0.18","2.11",,,"669016","0","1","Top",220.35,99.56,,,"641680",,,6.63013081371394,-123.26943214983666,-4.6029971852423985,-15.019885354480564,25.890158458291427,-20.020012777837465,"3.55","1.63","147","106.7","9","85.6","2302","7",632275,657248,"641680","663993","669256","571788","660634","641432","656847","666969","53.49","0.749","0.705","1.6","1","1","2","4","2","3","Changeup","0","0","0","0","1","0","1","0","Infield shift","Standard","235","-0.144","1.516"
"FF","2021-09-30","91.8","-1.89","5.81","Ohtani, Shohei",660271,657248,,"ball",,,,,"12","Shohei Ohtani triples (8) on a line drive to right fielder Adolis Garcia.   Brandon Marsh scores.","R","L","R","TEX","LAA","B",,,"0","1",2021,"-0.35","1.48","0.57","4.23",,,"669016","0","1","Top",,,,,"641680",,,7.088241842515201,-133.5255923929756,-1.3545182507106457,-5.746036253492025,29.36469307909937,-14.368144421023462,"3.55","1.57",,,,"93.1","2153","7.1",632275,657248,"641680","663993","669256","571788","660634","641432","656847","666969","53.4",,,,,,,,"2","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","219","0","0.039"
"FF","2021-09-30","92.7","-1.99","5.85","Ohtani, Shohei",660271,657248,,"swinging_strike",,,,,"1","Shohei Ohtani triples (8) on a line drive to right fielder Adolis Garcia.   Brandon Marsh scores.","R","L","R","TEX","LAA","S",,,"0","0",2021,"-0.8","1.33","-0.80","3.31",,,"669016","0","1","Top",,,,,"641680",,,4.886613050962728,-134.90469018710561,-3.642533287880917,-10.87098750551836,29.727230528239588,-15.306060496359008,"3.55","1.63",,,,"94.1","2255","7.1",632275,657248,"641680","663993","669256","571788","660634","641432","656847","666969","53.39",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","212","0","-0.057"
"CU","2021-09-30","80.6","0.03","5.93","Ohtani, Shohei",660271,669618,"field_out","hit_into_play",,,,,"8","Shohei Ohtani flies out sharply to left fielder DJ Peters.","R","L","R","TEX","LAA","X","7","fly_ball","0","1",2021,"0.24","-0.75","-0.22","1.63",,,,"0","9","Top",37.57,78.6,,,"641680",,,-0.9956999367401065,-117.42253303482761,-1.4971893071816031,2.4118249798919535,21.6638040034552,-39.06839670090911,"3.55","1.63","367","104.0","33","80.1","2415","5.8",632275,669618,"641680","663993","669256","571788","660634","656847","665750","666969","54.67","0.749","1.48","0","1","0","0","6","74","2","Curveball","7","6","6","7","6","7","6","7","Infield shift","Standard","26","0.071","-0.203"
"CU","2021-09-30","78.7","-0.09","5.98","Ohtani, Shohei",660271,669618,,"foul",,,,,"5","Shohei Ohtani flies out sharply to left fielder DJ Peters.","R","L","R","TEX","LAA","S",,,"0","0",2021,"0.19","-0.9","-0.23","2.42",,,,"0","9","Top",,,,,"641680",,,-0.635530819415907,-114.6112273115636,0.7787814819877177,1.7611690063753773,21.7496447605537,-40.46554342743685,"3.55","1.63","134","91.6","77","78.1","2518","5.9",632275,669618,"641680","663993","669256","571788","660634","656847","665750","666969","54.64",,,,,,,,"74","1","Curveball","7","6","6","7","6","7","6","7","Infield shift","Standard","34","0","-0.038"
"FF","2021-09-29","92.1","2.42","6.3","Ohtani, Shohei",660271,621368,"single","hit_into_play",,,,,"3","Shohei Ohtani singles on a sharp ground ball to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","X","3","ground_ball","1","1",2021,"0.44","1.43","0.29","3.19",,,,"0","6","Top",169.06,150.79,,,"624431",,,-6.369510912155608,-133.9892498606093,-5.174139468305342,6.6907692004787025,28.315762933875934,-13.997444404104746,"3.55","1.63","100","101.8","5","92.3","2314","6.4",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.11","0.574","0.519","0.9","1","1","0","4","42","3","4-Seam Fastball","2","2","2","2","2","2","2","2","Infield shift","Standard","147","-0.053","0.413"
"SL","2021-09-29","84.8","2.5","6.25","Ohtani, Shohei",660271,621368,,"called_strike",,,,,"7","Shohei Ohtani singles on a sharp ground ball to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","S",,,"1","0",2021,"-0.01","0.85","-0.30","1.62",,,,"0","6","Top",,,,,"624431",,,-6.517671176918223,-123.34684060536115,-6.189147962553994,1.179716251617752,24.090341031078818,-22.464238448506922,"3.52","1.59",,,,"84.8","2301","6.2",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.26",,,,,,,,"42","2","Slider","2","2","2","2","2","2","2","2","Infield shift","Standard","205","0","-0.049"
"CH","2021-09-29","85.7","2.37","6.39","Ohtani, Shohei",660271,621368,,"ball",,,,,"13","Shohei Ohtani singles on a sharp ground ball to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","B",,,"0","0",2021,"0.27","0.84","-0.04","1.21",,,,"0","6","Top",,,,,"624431",,,-6.219473027201814,-124.53374657891669,-7.663711455296898,4.034343958573078,24.016426835178684,-22.132585379290955,"3.58","1.69",,,,"85.6","2212","6.2",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.26",,,,,,,,"42","1","Changeup","2","2","2","2","2","2","2","2","Infield shift","Standard","184","0","0.038"
"FF","2021-09-29","94.5","2.35","6.24","Ohtani, Shohei",660271,621368,"field_out","hit_into_play",,,,,"1","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","X","4","ground_ball","3","2",2021,"0.55","1.41","-0.78","3.10",,,,"0","3","Top",150.66,151.67,,,"624431",,,-9.434973177263277,-137.21274440655282,-5.6317397239466125,9.073975607954313,30.293301171896335,-13.29763562335857,"3.55","1.63","111","90.0","7","94.9","2344","6.6",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","53.89","0.509","0.487","0","1","0","0","4","18","7","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","144","0.017","-0.317"
"SL","2021-09-29","88.3","2.41","6.17","Ohtani, Shohei",660271,621368,,"ball",,,,,"13","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","B",,,"2","2",2021,"-0.05","0.54","-0.86","0.09",,,,"0","3","Top",,,,,"624431",,,-7.840111872129592,-128.0811455867314,-9.790325003024652,1.064496600017246,26.513812151570676,-24.340492083059395,"3.54","1.66",,,,"88.2","2316","6.4",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.1",,,,,,,,"18","6","Slider","0","2","2","0","2","0","2","0","Infield shift","Standard","202","0","0.101"
"FF","2021-09-29","94.2","2.36","6.26","Ohtani, Shohei",660271,621368,,"foul",,,,,"6","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","S",,,"2","2",2021,"0.59","1.3","0.52","2.74",,,,"0","3","Top",,,,,"624431",,,-6.087026598949896,-137.06364429608448,-6.335585084895987,8.779516711388458,29.18473488631677,-14.534045513511858,"3.55","1.63","197","93.6","65","94.2","2391","6.2",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.3",,,,,,,,"18","5","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","143","0","0"
"FF","2021-09-29","93.8","2.42","6.24","Ohtani, Shohei",660271,621368,,"foul",,,,,"11","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","S",,,"2","1",2021,"0.59","1.42","-0.62","3.88",,,,"0","3","Top",,,,,"624431",,,-9.158099741768993,-136.26901646884642,-3.5085891020449185,9.330322303984765,30.388656265323252,-13.856779651695671,"3.55","1.63","139","85.9","80","93.7","2337","6.4",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.15",,,,,,,,"18","4","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","141","0","-0.066"
"FF","2021-09-29","93.8","2.39","6.31","Ohtani, Shohei",660271,621368,,"foul",,,,,"2","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","S",,,"2","0",2021,"0.56","1.39","0.27","3.00",,,,"0","3","Top",,,,,"624431",,,-6.763822686595227,-136.29081309301662,-5.912505776759175,8.521696644015863,30.571187239115233,-13.703304177221659,"3.55","1.63","120","78.5","25","94.2","2323","6.7",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","53.85",,,,,,,,"18","3","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","139","0","-0.067"
"SL","2021-09-29","87.0","2.45","6.33","Ohtani, Shohei",660271,621368,,"ball",,,,,"13","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","B",,,"1","0",2021,"-0.01","0.69","-0.28","1.05",,,,"0","3","Top",,,,,"624431",,,-6.550879420195315,-126.39255550260985,-7.923563038653419,1.220596038425935,25.441700199033168,-23.371629730190868,"3.55","1.67",,,,"87.3","2415","6.6",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","53.94",,,,,,,,"18","2","Slider","0","2","2","0","2","0","2","0","Infield shift","Standard","183","0","0.07"
"FF","2021-09-29","93.4","2.34","6.39","Ohtani, Shohei",660271,621368,,"ball",,,,,"13","Shohei Ohtani grounds out, second baseman Andy Ibanez to first baseman Nathaniel Lowe.","R","L","L","TEX","LAA","B",,,"0","0",2021,"0.52","1.36","-1.27","2.50",,,,"0","3","Top",,,,,"624431",,,-10.45845272535483,-135.46948761813462,-7.228065215430138,8.687887404550676,29.842937610864414,-13.991985471087155,"3.61","1.7",,,,"93.4","2369","6.5",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","53.98",,,,,,,,"18","1","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","147","0","0.038"
"FF","2021-09-29","95.4","2.37","6.23","Ohtani, Shohei",660271,621368,"pickoff_3b","swinging_strike",,,,,"12","Catcher Jose Trevino picks off Juan Lagares at  on throw to third baseman Yonny Hernandez.","R","L","L","TEX","LAA","S","2",,"1","0",2021,"0.67","1.43","0.02","3.95","501571","650859",,"2","2","Top",,,,,"624431",,,-7.679279982561862,-138.6884464072869,-3.5850964247684596,10.381009506839026,31.48930770957667,-13.100157230690467,"3.55","1.63",,,,"95.3","2439","6.3",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.16",,,"0","0","0","0",,"13","2","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","145","0.044","-0.644"
"FF","2021-09-29","94.3","2.4","6.29","Ohtani, Shohei",660271,621368,,"ball",,,,,"11","Catcher Jose Trevino picks off Juan Lagares at  on throw to third baseman Yonny Hernandez.","R","L","L","TEX","LAA","B",,,"0","0",2021,"0.57","1.36","-0.99","4.10","501571","650859",,"2","2","Top",,,,,"624431",,,-10.105239934027056,-137.00978172882185,-3.008503084310232,9.3822721247603,29.944811814048546,-14.564431941080231,"3.55","1.66",,,,"94.4","2412","6.4",632295,621368,"624431","663993","628451","660634","643396","641432","665750","666969","54.08",,,,,,,,"13","1","4-Seam Fastball","0","2","2","0","2","0","2","0","Infield shift","Standard","149","0","0.046"
